99105,46.8591,-118.1611
99106,47.1315,-118.3958
99107,46.956,-118.7061
99108,46.8527,-118.9932
99109,46.8209,-118.2862
99110,46.1285,-117.0883
99111,46.1343,-117.0015
99112,46.3946,-117.0645
99113,46.2806,-119.4913
99114,46.2109,-119.168
99115,46.1814,-119.1383
99116,46.156,-119.264
99117,45.9911,-119.7559
99118,45.9301,-119.4023
99119,46.2232,-119.771
99120,46.2522,-119.288
99121,46.3153,-119.3714
99122,46.3257,-119.3067
99123,47.4253,-120.3273
99124,47.4235,-120.3103
99125,47.7373,-120.369
99126,47.5173,-120.5033
99127,47.8483,-120.0273
99128,47.8015,-119.9859
99129,47.5412,-120.5609
99130,47.7057,-120.276
99131,47.6438,-120.6748
99132,47.3553,-120.2086
99133,47.8958,-120.149
99134,47.4852,-120.4158
99135,47.5458,-120.5961
99136,48.3093,-120.6565
99137,48.0673,-124.3054
99138,48.0906,-123.1721
99139,48.2255,-124.2015
99140,47.9287,-124.3989
99141,48.1362,-123.7354
99142,47.9052,-124.6261
99143,48.328,-124.6151
99144,48.1065,-123.4384
99145,48.0557,-123.9178
99146,48.3032,-124.4685
99147,48.0881,-123.1198
99148,45.9195,-122.4574
99149,45.7907,-122.5318
99150,45.7304,-122.4843
99151,45.6058,-122.4142
99152,45.8248,-122.4912
99153,45.8806,-122.624
99154,45.7846,-122.6934
99155,45.6418,-122.6801
99156,45.6418,-122.6251
99157,45.6914,-122.5805
99158,45.6514,-122.6604
99159,45.6231,-122.5767
99160,45.6892,-122.6616
99161,45.6387,-122.6615
99162,45.6387,-122.6615
99163,45.5959,-122.3104
99164,45.8622,-122.4275
99165,45.6644,-122.5212
99166,45.6032,-122.5133
99167,45.6359,-122.5155
99168,45.7162,-122.6899
99169,45.712,-122.6322
99170,45.6387,-122.6615
99171,46.3075,-117.9738
99172,46.5128,-118.1024
99173,46.3752,-123.0431
99174,45.9952,-122.4677
99175,46.0715,-122.8648
99176,46.2783,-122.9139
99177,46.0515,-122.2995
99178,46.0112,-122.8166
99179,46.1485,-122.887
99180,46.1514,-122.9634
99181,46.3163,-122.7649
99182,46.2956,-122.6477
99183,45.9219,-122.7126
99184,47.4186,-120.2731
99185,48.0082,-119.6712
99186,47.9021,-119.4053
99187,47.6969,-120.1721
99188,47.419,-119.9145
99189,47.3706,-120.1378
99190,47.6295,-119.9887
99191,48.8427,-118.1828
99192,48.9108,-118.6452
99193,48.9725,-118.4884
99194,48.2924,-118.3552
99195,48.0236,-118.6547
99196,48.9753,-118.2208
99197,48.811,-118.6044
99198,48.866,-118.2028
99199,48.6704,-118.6999
99200,46.2492,-119.1044
99201,46.235,-119.0943
99202,46.6643,-118.8545
99203,46.475,-119.1013
99204,46.6779,-118.5337
99205,46.5782,-119.1373
99206,46.4698,-117.5993
99207,47.2771,-119.5336
99208,47.0792,-119.8601
99209,47.3014,-119.064
99210,47.1374,-119.2891
99211,47.1976,-119.8459
99212,47.383,-119.486
99213,47.4043,-119.313
99214,46.977,-119.0539
99215,47.4739,-119.1847
99216,47.5966,-119.2758
99217,47.9131,-119.0426
99218,47.9385,-118.9978
99219,47.6115,-119.0841
99220,46.8484,-119.9121
99221,46.731,-119.7783
99222,46.9156,-119.5815
99223,46.9843,-123.7963
99224,47.4859,-123.9206
99225,47.1126,-124.1738
99226,47.1591,-124.1352
99227,46.9538,-123.7739
99228,47.0058,-123.3997
99229,46.8264,-124.094
99230,46.9823,-123.8842
99231,47.3429,-123.9291
99232,47.0297,-123.273
99233,46.9589,-123.3268
99234,47.2387,-124.2039
99235,47.0901,-123.5006
99236,47.3877,-123.8903
99237,46.8434,-123.2493
99238,46.9737,-124.1563
99239,47.2195,-124.1915
99240,47.4603,-123.8307
99241,47.0022,-123.4836
99242,47.3407,-124.2827
99243,46.8836,-124.1061
99244,47.9508,-122.3916
99245,48.2189,-122.6823
99246,48.0342,-122.5641
99247,48.1004,-122.5761
99248,48.0187,-122.453
99249,48.3151,-122.6374
99250,48.3402,-122.6695
99251,47.6776,-122.9375
99252,47.9861,-122.7883
99253,48.0345,-122.7682
99254,48.0432,-122.6926
99255,47.9222,-122.6896
99256,48.104,-122.7945
99257,47.8324,-122.8583
99258,47.3099,-122.2653
99259,47.305,-122.2067
99260,47.3203,-122.3117
99261,47.6155,-122.2072
99262,47.615,-122.1663
99263,47.5614,-122.1552
99264,47.6174,-122.1426
99265,47.6115,-122.1162
99266,47.6104,-122.2007
99267,47.3114,-122.0053
99268,47.7497,-122.2159
99269,47.389,-122.4607
99270,47.638,-121.9111
99271,47.6104,-122.2007
99272,47.725,-121.9369
99273,47.2665,-122.0314
99274,47.3104,-122.3612
99275,47.5682,-121.8896
99276,47.4218,-121.9729
99277,47.4974,-122.0107
99278,47.7542,-122.2475
99279,47.5585,-122.0055
99280,47.3866,-122.2109
99281,47.388,-122.1932
99282,47.3776,-122.2854
99283,47.6786,-122.1894
99284,47.7188,-122.1966
99285,47.3809,-122.2348
99286,47.3845,-122.0574
99287,47.6269,-122.2314
99288,47.5603,-122.2281
99289,47.7623,-122.2054
99290,47.368,-122.1206
99291,47.4755,-121.7571
99292,47.2666,-122.2435
99293,47.536,-121.9312
99294,47.3407,-121.8874
99295,47.6718,-122.1232
99296,47.6462,-122.0386
99297,47.4648,-122.2075
99298,47.5073,-122.1819
99299,47.4714,-122.2203
99300,47.4465,-122.1216
99301,47.5058,-122.1157
99302,47.4693,-122.3621
99303,47.3223,-122.3126
99304,47.3809,-122.2348
99305,47.5293,-121.8225
99306,47.4452,-121.431
99307,47.4259,-122.4644
99308,47.3073,-122.2285
99309,47.7684,-122.1271
99310,47.674,-122.1215
99311,47.6254,-122.0462
99312,47.5857,-122.0345
99313,47.7623,-122.2054
99314,47.6815,-122.2087
99315,47.3871,-122.2023
99316,47.2884,-122.098
99317,47.311,-122.1138
99318,47.6114,-122.3305
99319,47.6302,-122.321
99320,47.6733,-122.3426
99321,47.6036,-122.3256
99322,47.6633,-122.3022
99323,47.5344,-122.3547
99324,47.6701,-122.3763
99325,47.5413,-122.3129
99326,47.6339,-122.3476
99327,47.6062,-122.3321
99328,47.6301,-122.2972
99329,47.6716,-122.3411
99330,47.6062,-122.3321
99331,47.6849,-122.2968
99332,47.5746,-122.3934
99333,47.6873,-122.3772
99334,47.5412,-122.275
99335,47.6379,-122.3643
99336,47.6151,-122.3447
99337,47.6116,-122.3056
99338,47.6062,-122.3321
99339,47.717,-122.3015
99340,47.5444,-122.3735
99341,47.6063,-122.3308
99342,47.6062,-122.3321
99343,47.6062,-122.3321
99344,47.7377,-122.3431
99345,47.5903,-122.3263
99346,47.5398,-122.3878
99347,47.6062,-122.3321
99348,47.6473,-122.3999
99349,47.6157,-122.3445
99350,47.5846,-122.3005
99351,47.6062,-122.3321
99352,47.4995,-122.3603
99353,47.4441,-122.3249
99354,47.6062,-122.3321
99355,47.7559,-122.3003
99356,47.4497,-122.3076
99357,47.6062,-122.3321
99358,47.6062,-122.3321
99359,47.606,-122.332
99360,47.7161,-122.3004
99361,47.4511,-122.353
99362,47.4889,-122.3012
99363,47.6096,-122.3317
99364,47.6062,-122.3321
99365,47.7161,-122.3004
99366,47.7467,-122.3686
99367,47.4924,-122.2359
99368,47.6062,-122.3321
99369,47.6062,-122.3321
99370,47.4483,-122.2731
99371,47.6062,-122.3321
99372,47.6062,-122.3321
99373,47.6024,-122.326
99374,47.6564,-122.3048
99375,47.3929,-122.3129
99376,47.6488,-122.3964
99377,47.7671,-121.4814
99378,47.6922,-121.3713
99379,47.6808,-122.5762
99380,47.6478,-122.538
99381,47.6019,-122.6299
99382,47.6271,-122.6373
99383,47.5754,-122.6958
99384,47.5593,-122.6492
99385,47.692,-122.7161
99386,47.4179,-122.631
99387,47.5686,-122.6373
99388,47.9061,-122.5655
99389,47.7514,-122.5196
99390,47.698,-122.6255
99391,47.8108,-122.5255
99392,47.5952,-122.6225
99393,47.4241,-122.5745
99394,47.8344,-122.5928
99395,47.5427,-122.5871
99396,47.4707,-122.651
99397,47.7423,-122.6277
99398,47.5459,-122.6112
99399,47.5913,-122.8686
99400,47.6621,-122.6981
99401,47.5218,-122.5396
99402,47.5104,-122.4991
99403,47.7343,-122.5573
99404,47.6267,-122.65
99405,47.2063,-120.9685
99406,47.233,-121.1772
99407,46.9996,-120.5163
99408,46.9806,-120.4163
99409,47.2503,-121.0456
99410,47.2233,-121.0025
99411,47.1886,-120.9537
99412,47.0679,-120.6712
99413,46.8714,-119.9859
99414,45.8504,-121.3129
99415,45.7751,-121.6328
99416,45.7032,-120.946
99417,45.6327,-121.1717
99418,46.0071,-121.2885
99419,45.832,-120.813
99420,45.8076,-121.4877
99421,45.8171,-121.1526
99422,45.745,-121.2501
99423,45.9828,-121.5163
99424,45.859,-121.1409
99425,45.7551,-121.4795
99426,45.6573,-120.9667
99427,45.9597,-120.1042
99428,45.8514,-120.3543
99429,46.5283,-122.099
99430,46.7096,-122.1861
99431,46.5581,-122.2496
99432,46.65,-121.6553
99433,46.5492,-121.8555
99434,46.629,-123.0612
99435,46.7246,-122.9671
99436,46.6382,-122.9658
99437,46.5793,-122.5687
99438,46.4956,-123.1468
99439,46.6378,-123.2804
99440,46.53,-122.724
99441,46.7423,-123.0271
99442,46.5131,-122.4789
99443,46.5745,-122.9082
99444,46.573,-122.7075
99445,46.5829,-123.3147
99446,46.5321,-122.6259
99447,46.5491,-122.4757
